Title,Author Info,Abstract
Most recent advances in the field of self-healing cementitious materials,"K Van Tittelboom, D Snoeck, J Wang… - … Self-Healing Materials …, 2013 - biblio.ugent.be","… Dutch IOP program on self-healing was granted and the first international conference on 
self-healing materials was organized in the Netherlands, that self-healing concrete gained world…"
[PDF][PDF] Strength and durability assessment of bacteria based self-healing concrete,"CM Meera, V Subha - IOSR Journal of Mechanical and Civil …, 2016 - researchgate.net","… property recovery in concrete construction using self-healing concrete. The study was … a 
smart material with interesting potential applications in civil infrastructure. Self-healing materials …"
[PDF][PDF] Experimental investigation of dynamic behavior of composite sandwich panel using self-healing materials under CHARPY impact and 3-point bending …,"N Jalalian Mirzapour… - Journal of Science and …, 2018 - jstc.iust.ac.ir","… of sandwich panel using the self-healing materials is considered. The … self-healing materials 
and put among the composite layers of sandwich panel. The sandwich panel construction …"
Evaluation of self-healing in cementitious materials with superabsorbent polymers through ultrasonic mapping,"G Lefever, D Van Hemelrijck, DG Aggelis… - Construction and …, 2022 - Elsevier","… of the annual construction budget. For this reason, self-healing cementitious materials have 
… One way to achieve an effective self-healing composite is by promoting their inherent repair …"
[BOOK][B] Self-healing materials: principles and technology,G Wypych - 2022 - books.google.com,"… Four-arm star polymers were used as a dual self-healing material, equipped with 
hydrogen bonding moieties and azide end-groups applicable for crosslinking based on “click” …"
Effect of fly ash and superabsorbent polymer on concrete self-healing ability,"P Chindasiriphan, H Yokota, P Pimpakan - Construction and Building …, 2020 - Elsevier","… the morphology of the newly formed self-healing materials along the healed crack. Image … 
/DTA) was used to analyze newly formed self-healing materials found along the crack. The …"
[PDF][PDF] Quasi-Brittle Self-Healing Materials: Numerical Modelling and Applications in Civil Engineering.,TDP THAO - 2011 - core.ac.uk,"… in the development of selfhealing material. The development of self-healing material requires 
the integration of multidisciplinary sciences from material, mechanical and chemical fields …"
First large scale application with self-healing concrete in belgium: Analysis of the laboratory control tests,"T Van Mullem, E Gruyaert, R Caspeele, N De Belie - Materials, 2020 - mdpi.com","… the global construction sector had … self-healing concrete in Belgium. The traditional 
concrete in a roof slab of an underground inspection chamber was replaced by bacterial self-healing …"
Robust self-healing concrete for sustainable infrastructure,"VC Li, E Herbert - Journal of Advanced Concrete Technology, 2012 - jstage.jst.go.jp","… Thus, despite the higher initial material (construction) cost, the ECC bridge deck ends up 
with a lower life cycle cost of $114/m2, compared with $250/m2 for the RC deck with 0.4 mm …"
[PDF][PDF] Self-healing of early age cracks in concrete,"N ter Heide, E Schlangen - … conference on Self Healing Materials, 2007 - researchgate.net","… Self-healing can help to realize structures without cracks. Within selfhealing we actually can 
… Active self healing means then that the material is adapted in such a way that the healing …"
Analysis of the scientific evolution of self-healing asphalt pavements: Toward sustainable road materials,"KM Nalbandian, M Carpio, Á González - Journal of Cleaner Production, 2021 - Elsevier","… Self-healing of asphalt materials has the potential to make important changes in the road 
construction materials … mixtures, and asphalt and self-healing materials. Furthermore, minor …"
[HTML][HTML] Constructing conductive and mechanical strength self-healing hydrogel for flexible sensor,"X Wang, L Weng, X Zhang, L Guan, X Li - … of Science: Advanced Materials …, 2023 - Elsevier","… , self-healing materials are a hot topic for flexible sensors. When self-healing materials are 
… In recent years, a large part of conductive self-healing materials is composed of two parts: …"
Microvascular-based self-healing materials,"CJ Hansen - Recent Advances in Smart Self-Healing Polymers and …, 2022 - Elsevier","… Self-healing materials, which are inspired by the repair … The distinct capability of microvascular 
self-healing relative to … a guide to the microvascular self-healing design process. Briefly …"
"5S multifunctional intelligent coating with superdurable, superhydrophobic, self-monitoring, self-heating, and self-healing properties for existing construction …","B Pang, J Qian, Y Zhang, Y Jia, H Ni… - … applied materials & …, 2019 - ACS Publications","… (5SC) for existing construction materials with superdurable, superhydrophobic, self-monitoring, 
self-heating, and self-healing properties. The 5SC material showed highly durable …"
[PDF][PDF] Self healing phenomena in concretes and masonry mortars: a microscopic study,"TG Nijland, JA Larbi, RPJ van Hees… - … Self Healing Materials, 2007 - researchgate.net","… showing self healing will be evaluated. In addition, it is discussed whether the observed 
self healing phenomena should be desired, ie whether internal mass transfer in the material …"
Applications of self healing nano concretes,"A Khitab, W Anwar, Z Ul-Abdin, S Tayyab… - … Cement-Based Materials, 2020 - Elsevier","… of self-healing concrete (SHC). Formation of cracks in concrete is a devastating phenomenon 
casting billions of dollars to the construction … of papers published on self-healing materials. …"
Feasibility and potential of prefabricated porous concrete as a component to make concrete structures self-healing,"S Sangadji, E Schlangen - … on Advances in Construction Materials …, 2011 - rilem.net","… that can be infused with healing material. While still on its preliminary stage, this paper 
examines potential and feasibility of this new self healing technique. PVA dissolving plastic was …"
A continuum damage-healing model of healing agents based self-healing materials,"Y Pan, F Tian, Z Zhong - International Journal of Damage …, 2018 - journals.sagepub.com","… base materials (called matrix in the subsequent contents). As a new kind of smart materials, 
healing agent based self-healing materials … ductile materials. For example, the ductility of …"
[PDF][PDF] Curing and self-healing of enzymatic construction materials using nanoparticles,"S Wang, S Scarlata, N Rahbar - Cell Reports Physical Science, 2022 - cell.com","… to a carbon-negative enzymatic construction material (ECM) to … of nanoparticles allows rapid 
self-healing of large-scale flaws … -n and other construction materials and supports thermal …"
Anisotropic and Self‐Healing Copolymer with Multiresponsive Capability via Recyclable Alloy‐Mediated RDRP,"SA Mohammad, S Dolui, D Kumar… - Macromolecular …, 2021 - Wiley Online Library","… Responsiveness to light allows the construction of self-healing materials. Density 
functional theory calculations rationalize the underlying mechanism of the polymerization. …"
"[HTML][HTML] Physical, strength, durability and microstructural analysis of self-healing concrete: A systematic review","F Althoey, O Zaid, MM Arbili, R Martínez-García… - … in Construction Materials, 2023 - Elsevier","… of substitute procedures for sealing cracks and self-healing concrete. One of the newer 
self-healing methods is employing bacterial material modified with precipitation of calcite in …"
Shape memory and self-healing materials from supramolecular block polymers,"J Zhang, M Huo, M Li, T Li, N Li, J Zhou, J Jiang - Polymer, 2018 - Elsevier","… the materials into various desired shapes (dog-bone, disk, and film, etc.). More importantly, 
the prepared SMPs also showed exceptional self-healing … SMPs the self-healing property. …"
Self-healing of densely crosslinked thermoset polymers—a critical review,"K Urdl, A Kandelbauer, W Kern, U Müller… - Progress in organic …, 2017 - Elsevier","… Therefore, self-healing materials have attracted the attention of many research groups over 
… many industries such as construction, automotive, aerospace, medical, furniture, etc. As such …"
[PDF][PDF] Polyurethane microcapsule with glycerol as the polyol component for encapsulated self healing agent,"D Sondari, AA Septevani, A Randy… - Int. J. Eng …, 2010 - researchgate.net","… shuttle material, construction (… self-healing materials that able to heal cracks by the polymers 
themselves but need external triggering, and (ii) extrinsic (autonomous) in which selfhealing …"
Performance of modified self-healing concrete with calcium nitrate microencapsulation,"M Al-Ansari, AG Abu-Taqa, MM Hassan… - Construction and …, 2017 - Elsevier","… Self-healing concrete uses stresses and associated cracks as a stimulus for a self-healing … 
Microcapsules filled with healing agents are inserted in concrete during construction. After …"
"Construction of a strong, fast self-healing adhesive for propellants based on the synergy of weak hydrogen bond array reorganization and disulfide exchange …","T Jing, X Heng, T Jingqing, L Haozhe, L Li, L Pingyun… - Polymer, 2023 - Elsevier","… self-healing materials were expected to solve the problem of propellant microcracks [5,6]. 
However, the mechanical strength of these materials … a rapid self-healing adhesive with high-…"
"Self-healing in cementitious materials: Materials, methods and service conditions","H Huang, G Ye, C Qian, E Schlangen - Materials & Design, 2016 - Elsevier","… The lack of the aforementioned information limits the applications of self-healing 
techniques in concrete construction. Intensive investigations on these aspects are emergent. …"
Mechanical response analysis of self-healing cementitious composites with microcapsules subjected to tensile loading based on a micromechanical damage-healing …,"K Han, JW Ju, H Zhang, Y Zhu, TS Chang… - Construction and Building …, 2021 - Elsevier","… on the self-healing phenomenon in the biological field, material scientists have attempted to 
develop artificial self-healing materials that … Among those artificial self-healing materials, the …"
Catalyst-Free Construction of Versatile and Functional CS2-Based Polythioureas: Characteristics from Self-Healing to Heavy Metal Absorption,"S Wu, M Luo, DJ Darensbourg, X Zuo - Macromolecules, 2019 - ACS Publications","… the polymeric material brittle. Thus, P1’s ability to balance mechanical strength and self-healing 
capability makes this polythiourea a very special and promising polymeric material. …"
Self-healing concrete and cementitious materials,"T Qureshi, A Al-Tabbaa - Advanced functional materials, 2020 - books.google.com","… Concrete is the most used and efficient construction material in … Self-healing leads to a longer 
material lifetime, and it … -of-the-art of self-healing in concrete and cementbased materials. It …"
Towards a more sustainable construction industry: Bridging the gap between technical progress and commercialization of self-healing concrete,"LB Barros, M Knockaert, JR Tenório Filho - Construction and Building …, 2023 - Elsevier","… service life of construction structures, self-healing concrete can … on the technical aspects of 
self-healing concrete. More holistic … the commercialization of self-healing concrete, identifying …"
Genetically-enriched microbe-facilitated self-healing nano-concrete,"B Chattopadhyay - Smart nanoconcretes and cement-based materials, 2020 - Elsevier","… Self-healing phenomenon in construction material will … acts as a true self-healing agent in 
cementitious materials. Nano-… cementitious material behave like a true self-healing material. …"
"Dynamic oxime-urethane bonds, a versatile unit of high performance self-healing polymers for diverse applications","L Zhang, Z You - Chinese Journal of Polymer Science, 2021 - Springer","… Intrinsic self-healing materials based on dynamic bonds can … self-healing materials.[9] The 
dynamic bonds used to design … For the construction of self-healing materials, compared with …"
Construction and mechanism study of lignin-based polyurethane with high strength and high self-healing properties,"J Du, H Wang, Z Huang, X Liu, X Yin, J Wu… - International Journal of …, 2023 - Elsevier","… self-healing potential, so it can be used in self-healing polyurethanes. Bio-based self-healing 
materials … Therefore, the development of low-cost self-healing materials that combine lignin …"
Laboratory and field study on the performance of microcapsule-based self-healing concrete in tunnel engineering,"X Wang, Y Huang, Y Huang, J Zhang, C Fang… - Construction and …, 2019 - Elsevier","… The physical properties of the microcapsules and the microstructure of the self-healing … 
shrinkage of the self-healing concrete were also investigated. The self-healing efficiency was …"
[HTML][HTML] Programmable construction of vasculature by printing in cementitious materials for self-healing application,"Y Zhang, W Li, P Pan, J Tang, B Dong, F Xing… - Composites Part B …, 2022 - Elsevier","… To address this, we have developed a strategy for in-situ vasculature construction that 
involves the embedded printing of fugitive inks within a supporting cementitious material matrix. …"
Experimental characterization of the self-healing capacity of cement based materials and its effects on the material performance: A state of the art report by COST …,"L Ferrara, T Van Mullem, MC Alonso, P Antonaci… - Construction and …, 2018 - Elsevier","… self-healing technologies as above. This is also instrumental to pave the way towards a 
consistent incorporation of self-healing … self-healing technologies into the construction market. …"
Current challenges and future directions for bacterial self-healing concrete,"YS Lee, W Park - Applied microbiology and biotechnology, 2018 - Springer","… construction materials, strengthen and remediate soil, and sequester carbon. MICP has also 
been extensively examined for applications in self-healing … bacterial self-healing materials …"
A methodological review on self-healing asphalt pavements,"BR Anupam, UC Sahoo, AK Chandrappa - Construction and Building …, 2022 - Elsevier","… Even though asphalt itself is a self-healing material, its intrinsic property is not enough to 
repair the microcracks [9]. Therefore, studies to enhance the self-healing property of asphalt by …"
Self-healing of concrete cracks by use of bacteria-containing low alkali cementitious material,"J Xu, X Wang - Construction and Building Materials, 2018 - Elsevier","… After embedding this bacteria-based self-healing system in … self-healing system in 
extending the life span of concrete. … The aim of this study is to quantify the self-healing ability of …"
Self‐healing phenomena in metals,"N van Dijk, S van der Zwaag - Advanced Materials Interfaces, 2018 - Wiley Online Library","… self-healing potential of metal systems as a function of the imposed conditions and to guide 
the further development of this family of self-healing materials. … in an actual construction. All …"
Microfluidic synthesis of polymeric fibers containing rejuvenating agent for asphalt self-healing,"B Shu, S Wu, L Dong, J Norambuena-Contreras… - Construction and …, 2019 - Elsevier","… Asphalt binder is a self-healing material with the ability of … to improve the self-healing capability 
of bituminous materials and … Also, the improved self-healing properties of asphalt bitumen …"
Neuron-inspired self-healing composites via dynamic construction of polypyrrole-decorated carbon nanotubes for smart physiochemical sensing,"L Bai, YL Lei, H Huang, Y Xiang - ACS applied materials & …, 2020 - ACS Publications","… performance, the self-healing material becomes one of the … to intrinsic self-healing, (13−15) 
the self-healing material has … protection coatings, (16) smart materials, (17) and healthcare …"
A preliminary study on capsule-based self-healing grouting materials for grouted splice sleeve connection,"YL Liu, YS Wang, G Fang, Y Alrefaei, B Dong… - Construction and …, 2018 - Elsevier","… material was considered in this paper to prolong the service life of the connection through 
self-healing … The influences of capsules on the grouting material in terms of flowing property, …"
Employing ultrasonic wave as a novel trigger of microcapsule self-healing cementitious materials,"N Xu, Z Song, MZ Guo, L Jiang, H Chu, C Pei… - Cement and Concrete …, 2021 - Elsevier","… and controllably trigger the microcapsule self-healing materials with the onset of cracks. This 
… Moreover, it is normally expensive to realize highly-effective triggering by constructing extra …"
Diverse perspectives on self healing ability of Engineered Cement Composite–All-inclusive insight,"S Indhumathi, A Dinesh, M Pichumani - Construction and Building Materials, 2022 - Elsevier","… with self-healing materials that heal the crack without human intervention. The concrete 
has autogenous self-healing … Hence to counteract this constraint, the autonomous self-healing …"
[HTML][HTML] Encapsulation of expansive powder minerals within a concentric glass capsule system for self-healing concrete,"TS Qureshi, A Kanellopoulos, A Al-Tabbaa - Construction and Building …, 2016 - Elsevier","This study presents the application of encapsulated expansive powder minerals (magnesium 
oxide, bentonite and quicklime) for self-healing of cement-based mortars. A system of …"
"Review on the self-healing of asphalt materials: Mechanism, affecting factors, assessments and improvements","B Liang, F Lan, K Shi, G Qian, Z Liu, J Zheng - Construction and Building …, 2021 - Elsevier","… the relationship between the self-healing ability and fatigue life of asphalt materials from 
the … on the self-healing of asphalt and asphalt mixtures, including self-healing mechanism, …"
Electrically driven self‐healing polymers based on reversible guest–host complexation of β‐cyclodextrin and ferrocene,"TW Chuo, TC Wei, YL Liu - Journal of Polymer Science Part A …, 2013 - Wiley Online Library","… key roles for successful construction of this type of self-healing materials. These polymers … 
self-healing materials. On the other hand, another attractive mechanism for self-healing …"
Overview of recent work on self-healing in cementitious materials,"Z Lv, D Chen - Materiales de Construcción, 2014 - materconstrucc.revistas.csic.es","… construction … to self-healing materials (20, 21). In 2005 a RILEM technical committee was 
established charged with investigating self-healing phenomena in cement-based materials, as …"
Comparison of different approaches for self-healing concrete in a large-scale lab test,"K Van Tittelboom, J Wang, M Araújo, D Snoeck… - Construction and …, 2016 - Elsevier","… , that research on the development of self-healing materials gained a … self-healing 
approaches was compared in this study; self-healing by encapsulated polyurethane and self-healing …"
Performance optimization of one-component polyurethane healing agent for self-healing concrete,"ZX Hu, XM Hu, WM Cheng, YY Zhao, MY Wu - Construction and Building …, 2018 - Elsevier","… Intrinsic self-healing materials (such as non-hydrated cement particles) exhibit self-healing … 
the material self-healing characteristics. Currently, the healing agents used for bionic …"
Prospects and future directions of self-healing fiber-reinforced composite materials,"MW Lee - Polymers, 2020 - mdpi.com","… self-healing materials have been developed, it remains unclear whether the methods proposed 
for fabricating these materials … lightweight construction and high strength in construction …"
Do you get what you see? Understanding molecular self‐healing,"R Geitner, FB Legesse, N Kuhl… - … A European Journal, 2018 - Wiley Online Library","… The largest group within the broad range of self-healing materials are self-healing 
polymers.… self-healing properties into polymers: extrinsic and intrinsic self-healing.2 In extrinsic …"
Investigation the self-healing mechanism of aged bitumen using microcapsules containing rejuvenator,"JF Su, E Schlangen, YY Wang - Construction and building materials, 2015 - Elsevier","… self-healing materials for bitumen/microcapsules materials, we still need to consider their 
special self-healing … The capillaries and penetration behavior will determine the self-healing …"
Electrochemical impedance study on steel corrosion in the simulated concrete system with a novel self-healing microcapsule,"B Dong, Y Wang, W Ding, S Li, N Han, F Xing… - Construction and …, 2014 - Elsevier","… based on chemical self-healing system caused by chemical trigger activation. In: Proceeding 
of fourth international conference for self-healing materials. Ghent, Belgium, vol. 06; 2013. …"
Self-healing in fiber-reinforced alkali-activated slag composites incorporating different additives,"LV Zhang, AR Suleiman, ML Nehdi - Construction and Building Materials, 2020 - Elsevier","… techniques to investigate the self-healing properties of PVA … CA exhibited significant 
self-healing, less self-healing was … carbonate was the prevalent self-healing product formed. It was …"
A self-healing polyurethane elastomer with excellent mechanical properties based on phase-locked dynamic imine bonds,"J Hu, R Mo, X Sheng, X Zhang - Polymer Chemistry, 2020 - pubs.rsc.org","… materials with this biomimetic feature and prolong their service time, many self-healing 
materials … character of the PUI samples favours the construction of a robust self-healing material. …"
Self-healing coatings for steel-reinforced concrete,"Y Chen, C Xia, Z Shepard, N Smith… - ACS Sustainable …, 2017 - ACS Publications","… Self-healing materials in general can be divided into two … The other class of self-healing 
materials uses a secondary … the strict economic constraints of the construction materials industry. …"
A mechanically and electrically self‐healing supercapacitor,"H Wang, B Zhu, W Jiang, Y Yang, WR Leow… - … Materials, 2014 - Wiley Online Library","… materials with higher capacitance, constructing unique … materials with self-healing properties 
have been successfully prepared.50-56 Due to these breakthroughs, self-healing materials …"
An innovative approach to develop self‐healing materials from commercial tire‐grade elastomers,"S Saha, VK Srivastava, RV Jasra… - Journal of Applied …, 2022 - Wiley Online Library","… life of the materials. Besides, self-healing materials are also attractive from the viewpoints of 
sustainability and reduction of waste management. The self-healing materials already found …"
[PDF][PDF] Issues relating to the autonomic healing of cementitious materials,"C Joseph, AD Jefferson… - … on self-healing materials, 2007 - researchgate.net","… and material technologists for many years, due to the fact that the repair and maintenance 
of structures account for almost 50% of the United Kingdom’s activity in the construction and …"
[PDF][PDF] Synthesis and characterization of self-healing mortar with modified strength,"GF Huseien, J Mirza, NF Ariffin, MW Hussin - J. Teknol, 2015 - core.ac.uk","… [1] Design flaws and poor quality of construction materials are the other factors that 
severely … as self-healing materials and the mechanism responsible for hardening and self-healing …"
First UK field application and performance of microcapsule-based self-healing concrete,"A Al-Tabbaa, C Litina, P Giannaros… - Construction and …, 2019 - Elsevier","… Some autogenic and autonomic self-healing systems work in … the self-healing process. The 
work presented in this paper relates to the use of microcapsules for autonomic self-healing in …"
Constructing self-healing ZrSi2-MoSi2 coating for C/C composites with enhanced oxidation protective ability,"L Wang, Q Fu, F Zhao, Z Zhao - Surface and Coatings Technology, 2018 - Elsevier","… Results show that it has narrower surface cracks and better self-healing ability at 1450 C than 
… The improvement of the self-healing ability and oxidation protective performance primarily …"
Self-Healing Concrete as a Prospective Construction Material: A Review,HS Abdelgader - 2022 - uot.edu.ly,"… Concrete is a material that is widely used in the construction market due to its … in self-healing 
materials, particularly self-healing capabilities in green and sustainable concrete materials, …"
Microfluidic-directed hydrogel fabrics based on interfibrillar self-healing effects,"Q Li, Z Xu, X Du, X Du, H Cheng, G Wu… - … of Materials, 2018 - ACS Publications","… can efficiently conduct the fusion of separated materials, which … the construction of fabrics 
and multidimensional materials … plane-shaped SCs, our self-healing materials not only offer an …"
Self-healing polymers based on reversible covalent bonds,"N Kuhl, S Bode, MD Hager, US Schubert - Self-Healing Materials, 2016 - Springer","… the design of intrinsic self-healing materials, which can theoretically … , but intrinsic self-healing 
materials usually require an … to be quite promising for the construction of smart materials. …"
MS Review of Autogenous and Autonomous self-Healing Concrete Technologies for Marine Environments,"S Zabanoot - High Perform. Optim. Des. Struct. Mater. IV, 2020 - books.google.com","… concrete as a main material in their construction work. Despite its … Europe spends almost half 
of its construction budget annually on … of self-healing concrete is introduced. The process of …"
The role of polymeric matrices on the performance of smart self-healing coatings: A review,"S Ahmad, S Habib, M Nawaz, RA Shakoor… - Journal of Industrial and …, 2023 - Elsevier","… construction materials. Researchers have been developing many kinds of self-healing materials 
… The first generation of self-healing material was based on an extrinsic mechanism and …"
"Effect of crystalline admixtures, polymers and fibers on self healing concrete-a review","CMK Reddy, B Ramesh, D Macrin - Materials Today: Proceedings, 2020 - Elsevier","… Concrete is a frequently used material for construction. Structures made up of concrete 
will … approach of developing self-healing concrete. self-healing materials and methods are …"
Self‐healing supramolecular gels formed by crown ether based host–guest interactions,"M Zhang, D Xu, X Yan, J Chen, S Dong… - Angewandte Chemie …, 2012 - Wiley Online Library","… widely used in the construction of supramolecular … self-healing materials, their self-healing 
mechanisms are quite different owing to their structural differences. For gel 4, the self-healing …"
Review of autonomous self-healing cementitious material,"SA Susanto, D Hardjito, A Antoni - IOP Conference Series: Earth …, 2021 - iopscience.iop.org","… of self-healing concrete when applied in construction. Concrete on its own is a quite durable 
… the self-healing materials category. Several concerns arise as the self-healing capabilities …"
Effects of carrier on the performance of bacteria-based self-healing concrete,"X Zhang, Z Jin, M Li, C Qian - Construction and Building Materials, 2021 - Elsevier","… Microbial self-healing technology is developed to realize active detection and automatic 
repair of … The self-healing function of concrete is given by adding microorganisms and some …"
Addressing durability of asphalt concrete by self-healing mechanism,"RC Barrasa, VB López, CMP Montoliu… - Procedia-Social and …, 2014 - Elsevier","… It is known that asphalt is a self-healing material by itself, but … from some polymer self-healing 
materials. Encapsulation of … for self-healing materials, coatings and many other construction …"
A self-healing cementitious composite using oil core/silica gel shell microcapsules,"Z Yang, J Hollar, X He, X Shi - Cement and Concrete Composites, 2011 - Elsevier","… of a new family of self-healing materials that hold promise for “crack-free… The self-healing 
effect was evaluated using permeability … , material selection and proportioning, and construction …"
Bio-influenced self-healing mechanism in concrete and its testing: A review,"AA Griño Jr, MK M. Daly, JMC Ongpeng - Applied Sciences, 2020 - mdpi.com","… material, a bio-influenced material, such as bacteria, can be used in order to induce the 
autonomous self-healing … regarding the adoption of bacteria in the field of construction industry. …"
Analysis of mechanical performance and durability of self-healing biological concrete,"R Jakubovskis, A Jankutė, J Urbonavičius… - Construction and …, 2020 - Elsevier","… estimating the efficiency of the self-healing techniques under the real environmental … 
self-healing concrete has to be estimated in the industrial projects. However, the construction of full-…"
[HTML][HTML] The impact of using nano self-healing concrete in flexible houses,"H Ramezani, PA Doğramaci - Future Cities and …, 2021 - futurecitiesandenvironment.com","… that self-healing materials a sort of Nano materials to form … the structure of self-healing 
materials and their impact on the … construction material for their designs but, self-healing concrete …"
Self healing behavior for crack closing of expansive agent via granulation/film coating method,"YS Lee, JS Ryou - Construction and building Materials, 2014 - Elsevier","… The self-healing function in concrete usually results from chemical reactions … self-healing 
in cementitious materials and engineered cementitious composite as a self-healing material …"
Self-healing of Portland and slag cement binder systems incorporating circulating fluidized bed combustion bottom ash,"AS Alemu, BY Lee, S Park, HK Kim - Construction and Building Materials, 2022 - Elsevier","… by utilizing its self-healing capacity [3]. Self-healing is the propensity of a material to recover 
… For cementitious materials, it refers to the healing of cracks, mainly resulting from continued …"
Synthesis and characterization of a new polymeric microcapsule and feasibility investigation in self-healing cementitious materials,"L Lv, Z Yang, G Chen, G Zhu, N Han… - Construction and …, 2016 - Elsevier","… an effective shell material in fabricating microcapsules for self-healing cementitious materials. 
… type of shell materials to encapsulate bacterial spores for self-healing concrete [17]. It was …"
[PDF][PDF] Self-healing capacity of concrete with crystalline additives: Natural vs. accelerated exposure conditions,"V Krelani, L Ferrara - … Self-Healing Materials, Ghent, Belgium, June …, 2013 - researchgate.net","… construction cost, in a likely lower overall cost of the structure. In the extreme case when “self-healing 
materials” are applied, ie materials … , thanks to the materials ability to pristine by …"
Self‐healing and chemical resistance polyurethane elastomers based on 2‐ureido‐4[1H]pyrimidinone,"W Fu, H Mei, Z Zhang, Q Wang, R Li… - Journal of Applied …, 2022 - Wiley Online Library","… covalent bonds, on constructing intrinsic self-healing materials. UPy compounds have been 
widely used in the design and preparation of self-healing materials with quadruple hydrogen …"
Robust evaluation of self-healing efficiency in cementitious materials–A review,"W Tang, O Kardani, H Cui - Construction and Building Materials, 2015 - Elsevier","… self-healing evaluation techniques, in this paper, the concept of robust assessment of the 
efficiency of various approaches to self-healing … conference on self healing materials, Chicago, …"
Study on self-healing microcapsule containing rejuvenator for asphalt,"B Xue, H Wang, J Pei, R Li, J Zhang, Z Fan - Construction and Building …, 2017 - Elsevier","… Asphalt materials inevitably suffer crack problem caused by age, temperature and load, but 
recently self-healing microcapsules containing … Nanocapsules for self-healing materials …"
[HTML][HTML] Experimental testing of self-healing ability of soft polymer materials,"NV Perepelkin, JM Martin-Martinez, AE Kovalev… - Meccanica, 2019 - Springer","… [21], construction materials like concrete [24] and asphalt [… self-healing materials do not 
have a dedicated microstructure containing healing agent but rather possess a latent self-healing …"
"[HTML][HTML] Smart bio-agents-activated sustainable self-healing cementitious materials: An all-inclusive overview on progress, benefits and challenges","GF Huseien, ML Nehdi, I Faridmehr, SK Ghoshal… - Sustainability, 2022 - mdpi.com","… self-healing materials and determine the novel self-healing … sustainable self-healing 
cementitious materials in the construction … for producing functional self-healing smart materials. …"
Silica‐based self‐healing microcapsules for self‐repair in concrete,"NPB Tan, LH Keung, WH Choi… - Journal of applied …, 2016 - Wiley Online Library","… The goal of self-healing material is to extend the service … of self-healing materials is in building 
and construction, such as … a large-scale application of self-healing materials. In fact, a pilot-…"
Self-healing mechanism and bioelectrochemical interface properties of core-shell guanosine-borate hydrogels,"H Wang, XQ Xie, Y Peng, J Li, CS Liu - Journal of Colloid and Interface …, 2021 - Elsevier","… for the future design of advanced self-healing materials and electrochemical biosensors. … 
hydrogels as bioelectrochemical interface materials by constructing a series of electrochemical …"
[HTML][HTML] Progress and challenges in self-healing composite materials,"S Islam, G Bhat - Materials Advances, 2021 - pubs.rsc.org","… fabrication techniques of self-healing materials through a wide range of material classes, … 
Concrete, the most widely used construction material in the world, yielded from aggregates, …"
Applications of self-healing polymeric systems,"J Joy, E George, S Anas, S Thomas - Self-Healing Polymer-Based Systems, 2020 - Elsevier","… But this chapter discusses the main applications of self-healing materials such as wound 
healing, tissue … polymers acquired a vital role in the space and construction applications. …"
An elastic autonomous self‐healing capacitive sensor based on a dynamic dual crosslinked chemical system,"Q Zhang, S Niu, L Wang, J Lopez, S Chen… - … Materials, 2018 - Wiley Online Library","… and self-healing are important qualities for substrate materials … However, most autonomous 
self-healing materials reported to … These materials ultimately allowed for the construction of a …"
Preorganized hydrogel: self‐healing properties of supramolecular hydrogels formed by polymerization of host–guest‐monomers that contain cyclodextrins and …,"T Kakuta, Y Takashima, M Nakahata… - … materials, 2013 - Wiley Online Library","… external stimuli,19-25 and the construction of healing materials by non-covalent bonds.26-… 
be an effective way of preparing self-healing materials. Self-healing materials formed by host–…"
Durable and self-healing superhydrophobic surfaces for building materials,"U Zulfiqar, M Awais, SZ Hussain, I Hussain, SW Husain… - Materials Letters, 2017 - Elsevier","The large-scale industrial applications of superhydrophobic surfaces are restricted by their 
poor mechanical properties. We present a facile method to produce a mechanically durable …"
Self-healing behaviour in man-made engineering materials: bioinspired but taking into account their intrinsic character,"S Van der Zwaag, NH Van Dijk… - … of the Royal …, 2009 - royalsocietypublishing.org","… with any structural material, the self-healing material still has … structural entities in a self-healing 
material contribute to this … functionality, preferably in agreement with the construction's …"
Preparation and characterization of self-healing microcapsules of asphalt,"Y Tian, M Zheng, P Li, J Zhang, R Qiao… - Construction and …, 2020 - Elsevier","… Self-healing materials could achieve active repair of cracks by simulating the … Therefore, 
the self-healing ability of the microcapsules/asphalt material was measured based on the Force …"
Recent advances in self‐healing materials for food packaging,"K Huang, Y Wang - Packaging Technology and Science, 2023 - Wiley Online Library","… It was worth noting that the cross-linking resulted in the enhanced mechanical properties, 
but additional energy was also required for the breakage and re-construction of polymer …"
[HTML][HTML] Fundamental properties and self-healing performance of repair mortar with solid capsules made using inorganic reactive powder,"SR Oh, KM Lee, S Choi, YW Choi - Materials, 2022 - mdpi.com","… Recently, smart self-healing materials have emerged worldwide in the construction industry. 
… Cracks in a concrete structure constructed with self-healing materials can be healed at an …"
Polybenzoxazines as self-healing materials,"B Kiskan, M Arslan, OS Taskin, Y Yagci - Advanced and Emerging …, 2017 - Elsevier","The present chapter deals with the synthetic pathways for obtaining self-healing materials 
based on benzoxazine chemistry. Several strategies for self-healing systems involving the use …"
[HTML][HTML] Construction of self-healing disulfide-linked silicone elastomers by thiol oxidation coupling reaction,"Y Huang, J Yan, D Wang, S Feng, C Zhou - Polymers, 2021 - mdpi.com","… self-healing) [6]. In recent years, most of the efforts have been devoted to develop the intrinsic 
self-healing … widely applied to construct self-healing materials as their reversible nature …"
