Title,Abstract,Journal,Language,Year,Month
Bioinspired porous membranes containing polymer nanoparticles for wound healing.,"Skin damages covering a surface larger than 4 cm(2) require a regenerative strategy based on the use of appropriate wound dressing supports to facilitate the rapid tissue replacement and efficient self-healing of the lost or damaged tissue. In the present work, A novel biomimetic approach is proposed for the design of a therapeutic porous construct made of poly(L-lactic acid) (PLLA) fabricated by thermally induced phase separation (TIPS). Biomimicry of ECM was achieved by immobilization of type I collagen through a two-step plasma treatment for wound healing. Anti-inflammatory (indomethacin)-containing polymeric nanoparticles (nps) were loaded within the porous membranes in order to minimize undesired cell response caused by post-operative inflammation. The biological response to the scaffold was analyzed by using human keratinocytes cell cultures. In this work, a promising biomimetic construct for wound healing and soft tissue regeneration with drug-release properties was fabricated since it shows (i) proper porosity, pore size, and mechanical properties, (ii) biomimicry of ECM, and (iii) therapeutic potential.",Journal of biomedical materials research. Part A,eng,2014,Dec
Self-healable macro-/microscopic shape memory hydrogels based on supramolecular interactions.,"A simple strategy is provided to construct novel supramolecular hydrogels with both self-healing and shape memory properties. Starting from achieving self-healable hydrogel based on the dynamic interactions of phenylboronic acid modified sodium alginate (Alg-PBA) and poly(vinyl alcohol) (PVA), further formation of a complex of alginate with Ca(2+) renders this hydrogel with the capability of shape memory at the macro-/microscopic scales.","Chemical communications (Cambridge, England)",eng,2014,Oct
An antibacterial bilayer hydrogel modified by tannic acid with oxidation resistance and adhesiveness to accelerate wound repair.,"Bacterial infection and oxidative stress remain critical problems for wound closure because they frequently trigger severe complications and delay wound healing. In addition, maintaining a moist microenvironment can promote skin regeneration. In this study, a bilayer hydrogel modified with tannic acid (TA) was constructed to accelerate wound repair. The bilayer hydrogel, composed of a layer with large pores to absorb the fluids and allow gas exchange and small pores to maintain the wound moist and prevent bacterial invasion, was initially developed. Thereafter, TA was introduced into the hydrogel to form a dual crosslinked network and endowed the hydrogel with adhesiveness, antibacterial, and oxidation resistance. In addition, the TA@bilayer hydrogel exhibited shape memory behaviour and self-healing ability due to the hydrogen bonds formed between TA and the bilayer hydrogel. As a result, the TA@bilayer hydrogel significantly promoted wound closure by accelerating collagen deposition, reducing tumour necrosis factor-α (TNF-α) levels, and facilitating the expression of vascular endothelial growth factor (VEGF).","Colloids and surfaces. B, Biointerfaces",eng,2021,Sep
Sustainable Polyurethane Networks Based on Rosin with Reprocessing Performance.,"Rosin is an abundant natural product. In this paper, for the first time, a rosin derivative is employed as a monomer for the preparation of polyurethane vitrimers with improved properties. A novel rosin-based polyurethane vitrimers network was constructed by the reaction between isocyanates (HDI) as curing agent and monomers with alcohol groups modified from rosin. The dynamic rosin-based polyurethane vitrimers were characterized by FTIR and dynamic mechanical analysis. The obtained rosin-based polyurethane vitrimers possessed superior mechanical properties. Due to the dynamic urethane linkages, the network topologies of rosin-based polyurethane vitrimers could be altered, contributing self-healing and reprocessing abilities. Besides, we investigated the effects of healing time and temperature on the self-healing performance. Moreover, through a hot press, pulverized samples of 70%VPU<sub>OH</sub> could be reshaped several times, and the mechanical properties of the recycled samples were restored, with tensile strength being even higher than the of that of the original samples.",Polymers,eng,2021,Oct
Non-Fluorinated Flexible Superhydrophobic Surface with Excellent Mechanical Durability and Self-Cleaning Performance.,"Although plenty of superhydrophobic surfaces have been developed owing to their tremendous potential applications, it is still a great challenge for the superhydrophobic surfaces to possess environmental friendliness, biocompatibility, and mechanical durability simultaneously. Herein, a non-fluorinated flexible superhydrophobic surface was designed by constructing a film-substrate system with labyrinth-like wrinkles combining an intrinsically hydrophobic Zn film and a polydimethylsiloxane (PDMS) substrate. Excellent superhydrophobicity with a contact angle up to 168.5° and a slide angle as low as 0° has been achieved on the Zn/PDMS surface, which is attributed to the micro-/nano-textured structures of the labyrinth-like wrinkles, providing sufficient air pockets to form a stable Cassie-Baxter state. Furthermore, the Zn/PDMS surface retains excellent superhydrophobicity under stretching, bending, and twisting mechanical deformation up to 500 cycles due to the stability of the micro-/nano-textured structures of the labyrinth-like wrinkles protected by the fantastic self-healing ability of the micro-cracks. Additionally, the Zn/PDMS superhydrophobic surface possesses an outstanding self-cleaning performance for various contaminants. The present work provides a valuable routine to design non-fluorinated flexible superhydrophobic surfaces with superb mechanical durability and self-cleaning property as promising functional layers for flexible electronics, wearable devices, biomedical engineering, and so forth.",ACS applied materials & interfaces,eng,2022,Jan
Maximizing Electron Channels Enabled by MXene Aerogel for High-Performance Self-Healable Flexible Electronic Skin.,"Among the increasingly popular miniature and flexible smart electronics, two-dimensional materials show great potential in the development of flexible electronics owing to their layered structures and outstanding electrical properties. MXenes have attracted much attention in flexible electronics owing to their excellent hydrophilicity and metallic conductivity. However, their limited interlayer spacing and tendency for self-stacking lead to limited changes in electron channels under external pressure, making it difficult to exploit their excellent surface metal conductivity. We propose a strategy for rapid gas foaming to construct interlayer tunable MXene aerogels. MXene aerogels with rich interlayer network structures generate maximized electron channels under pressure, facilitating the effective utilization of the surface metal properties of MXene; this forms a self-healable flexible pressure sensor with excellent sensing properties such as high sensitivity (1,799.5 kPa<sup>-1</sup>), fast response time (11 ms), and good cycling stability (>25,000 cycles). This pressure sensor has applications in human body detection, human-computer interaction, self-healing, remote monitoring, and pressure distribution identification. The maximized electron channel design provides a simple, efficient, and scalable method to effectively exploit the excellent surface metal conduction of 2D materials.",ACS nano,eng,2023,Jan
Effect of Addition of Ca<sup>2+</sup> and CO<sub>3</sub><sup>2</sup><sup>-</sup> Ions with Temperature Control on Self-Healing of Hardened Cement Paste.,"<b>:</b> Concrete has a remarkably low ratio of tensile strength to compressive strength, and is widely used in construction. However, the occurrence of cracks in a concrete structure is inevitable. Nevertheless, in the presence of adequate moisture, small cracks in the concrete structure exhibit a propensity to self-heal by getting filled due to the rehydration of cement particles and the subsequent precipitation of calcium carbonate (CaCO<sub>3</sub>). According to previous studies, the self-healing performance can be maximized by optimizing the temperature and pH to control the crystal formation of CaCO<sub>3</sub>. This study focused on the crystal form of CaCO<sub>3</sub> generated in the self-healing of a cement-based composite material. To evaluate the self-healing performance depending on the type of aqueous solution and the temperature, the weight change, the weight change rate, and the porosity reduction in each case were evaluated. Moreover, to increase the generation of CaCO<sub>3</sub> (which is a self-healing precipitate), nanosized ultrafine CO<sub>2</sub> bubbles using CO<sub>2</sub> gas were used, along with an adequate supply of Ca<sup>2+</sup> by adjusting the aqueous solution (Ca(OH)<sub>2</sub>, CaO + ethanol). For greater pore-filling effects by controlling the CaCO<sub>3</sub> crystal forms in the cement matrix, the change in the crystal form of the precipitated CaCO<sub>3</sub> in the hardened cement paste with changing temperature was analyzed by scanning electron microscopy and X-ray diffraction. As a result, the possibility of the effective generation and control of vaterite with a dense pore structure together with calcite was confirmed by adjusting the temperature to approximately 40 °C at a pH of 12.","Materials (Basel, Switzerland)",eng,2019,Aug
Microwave Absorption Ability of Steel Slag and Road Performance of Asphalt Mixtures Incorporating Steel Slag.,"Excessive usage of non-renewable natural resources and massive construction wastes put pressure on the environment. Steel slags, the main waste material from the metal industry, are normally added in asphalt concrete to replace traditional aggregate. In addition, as a typical microwave absorber, steel slag has the potential to transfer microwave energy into heat, thus increasing the limited self-healing ability of asphalt mixture. This paper aims to investigate the microwave absorption potentials of steel slag and the effect of its addition on road performance. The magnetic parameters obtained from a microwave vector network analyzer were used to estimate the potential use of steel slag as microwave absorber to heal cracks. Meanwhile, the initial self-healing temperature was further discussed according to the frequency sweeping results. The obvious porous structure of steel slag observed using scanning electron microscopy (SEM) had important impacts on the road performance of asphalt mixtures. Steel slag presented a worse effect on low-temperature crack resistance and water stability, while high-temperature stability can be remarkably enhanced when the substitution of steel slag was 60% by volume with the particle size of 4.75-9.5 mm. Overall, the sustainability of asphalt mixtures incorporating steel slag can be promoted due to its excellent mechanical and microwave absorption properties.","Materials (Basel, Switzerland)",eng,2020,Feb
A bi-component supramolecular gel for selective fluorescence detection and removal of Hg<sup>2+</sup> in water.,"A bi-component supramolecular gel (RQ) was successfully constructed by the assembly of the gelators 4-aminophenyl functionalized naphthalimide derivative (R) and tri-(pyridine-4-yl)-functionalized trimesic amide (Q) in DMSO-H2O (6.1 : 3.9, v/v) binary solution. The gel RQ exhibits excellent self-healing capacity. Interestingly, the RQ could fluorescently detect and reversibly remove Hg2+ from water through cation-π interactions with high selectivity, efficient adsorption and quick response. The limit of lowest detection (LOD) of the RQ for Hg2+ is 4.52 × 10-8 M and the separation ratio is 91.14%. Moreover, the RQ could be efficiently recycled and regenerated with little loss via a simple treatment by I-. Notably, thin films based on RQ and RQ + Hg2+ were prepared, which could serve as convenient and efficient test tools for the detection of Hg2+ and I-, respectively. This work provided an efficient method and novel supramolecular gel material for the separation and detection of Hg2+.",Soft matter,eng,2019,Nov
Skin-adhesive lignin-grafted-polyacrylamide/hydroxypropyl cellulose hydrogel sensor for real-time cervical spine bending monitoring in human-machine Interface.,"Developing a straightforward method to produce conductive hydrogels with excellent mechanical properties, self-adhesion, and biocompatibility remains a significant challenge. While current approaches aim to enhance mechanical performance, they often require additional steps or external forces for fixation, leading to increased production time and limited practicality. A novel lignin-grafted polyacrylamide/hydroxypropyl cellulose hydrogel (L-g-PAM/HPC hydrogel) with a semi-interpenetrating polymer network structure had been developed in this research that boasted exceptional adhesion to the skin (∼68 kPa) and stretchability properties (∼1637 %) compared to PAM-based hydrogels. By incorporating conductive additives such as silver nanowires and carbon nanocages to construct a bridge-like structure within the hydrogel matrix, the resulting AgC@L-g-PAM/HPC hydrogel exhibited impressive electrical conductivity, surpassing that of other PAM-based hydrogels relying on MXene, with a maximum value of 0.76 S/m. Furthermore, the AgC@L-g-PAM/HPC hydrogel retained its efficient electrical signal transmission capability even under mechanical stress. These make it an ideal flexible strain sensor capable of detecting various human motions. In this study, a smart real-time monitoring system was successfully developed for tracking cervical spine bending, serving as an extension for monitoring human activities.",International journal of biological macromolecules,eng,2023,Aug
"Injectable, Self-Healing, and Multi-Responsive Hydrogels via Dynamic Covalent Bond Formation between Benzoxaborole and Hydroxyl Groups.","Hydrogels that are injectable, self-healing, and multiresponsive are becoming increasingly relevant for a wide range of applications. In this work, we have successfully developed a novel approach in the fabrication of smart hydrogels with all the above properties. A symmetrical ABA triblock copolymer was first synthesized via atom transfer radical polymerization with a temperature responsive middle block and two permanently hydrophilic glycopolymer chains on both ends. Hydrogels were subsequently constructed by mixing the triblock copolymer with another linear hydrophilic copolymer bearing benzoxaborole groups. The interactions of the benzoxaborole groups with the sugar hydroxyl groups allowed the formation of dynamic covalent bonds. The resulting hydrogels exhibited temperature, pH, and sugar responsiveness. Rheological studies confirmed that the mechanical property can be tuned by changing the pH as well as the galactose/benzoxaborole molar ratio. Furthermore, the hydrogels showed excellent self-healing ability and shear-thinning performance due to the inherent well-known dynamic covalent bonds of boronic esters. Therefore, these types of hydrogels can have excellent biomedical applications.",Biomacromolecules,eng,2019,Feb
Maximizing the ion accessibility and high mechanical strength in nanoscale ion channel MXene electrodes for high-capacity zinc-ion energy storage.,"Two-dimensional transition-metal carbides (MXenes) have superhydrophilic surfaces and superior metal conductivity, making them competitive in the field of electrochemical energy storage. However, MXenes with layered structures are easily stackable, which reduces the ion accessibility and transport paths, thus limiting their electrochemical performance. To fully exploit the advantages of MXenes in electrochemical energy storage, this study reports the etching of large-sized MXene into nanosheets with nanoscale ion channels via a chemical oxidation method. While the resulting ion-channel MXene electrodes retain the excellent mechanical strength and electrical conductivity of large-sized MXene nanosheets, they can effectively shorten the ion transport distance and improve the overall electrochemical activity. The fabricated self-healing MXene-based zinc-ion microcapacitor exhibits a high areal specific capacitance (532.8 mF cm<sup>-2</sup>) at the current density of 2 mA cm<sup>-2</sup>, a low self-discharge rate (4.4 mV h<sup>-1</sup>), and high energy density of 145.1 μWh cm<sup>-2</sup> at the power density of 2800 μW cm<sup>-2</sup>. The proposed nanoscale ion channel structure provides an alternative strategy for constructing high-performance electrochemical energy storage electrodes, and has great application prospects in the fields of electrochemical energy storage and flexible electronics.",Science bulletin,eng,2022,Nov
A Novel Design of Autonomously Healed Concrete: Towards a Vascular Healing Network.,"Concrete is prone to crack formation in the tensile zone, which is why steel reinforcement is introduced in these zones. However, small cracks could still arise, which give liquids and gasses access to the reinforcement causing it to corrode. Self-healing concrete repairs and seals these small (300 µm) cracks, preventing the development of corrosion. In this study, a vascular system, carrying the healing agent, is developed. It consists of tubes connected to a 3D printed distribution piece. This distribution piece has four outlets that are connected to the tubes and has one inlet, which is accessible from outside. Several materials were considered for the tubes, i.e., polymethylmethacrylate, starch, inorganic phosphate cement and alumina. Three-point-bending and four-point-bending tests proved that self-healing and multiple self-healing is possible with this developed vascular system.","Materials (Basel, Switzerland)",eng,2017,Jan
Mechanical and Self-Healing Behavior of Matrix-Free Polymer Nanocomposites Constructed via Grafted Graphene Nanosheets.,"Through molecular dynamics (MD) simulation, the structure and mechanical properties of matrix-free polymer nanocomposites (PNCs) constructed via polymer-grafted graphene nanosheets are studied. The dispersion of graphene sheets is characterized by the radial distribution function (RDF) between graphene sheets. We observe that a longer polymer chain length <i>L</i><sub>g</sub> leads to a relatively better dispersion state attributed to the formation of a better brick-mud structure, effectively screening the van der Waals interactions between sheets. By tuning the interaction strength ε<sub>end-end</sub> between end functional groups of grafted chains, we construct physical networks with various robustness characterized by the formation of the fractal clusters at high ε<sub>end-end</sub> values. The effects of ε<sub>end-end</sub> and <i>L</i><sub>g</sub> on the mechanical properties are examined, and the enhancement of the stress-strain behavior is observed with the increase of ε<sub>end-end</sub> and <i>L</i><sub>g</sub>. Structural evolution during deformation is quantified by calculating the orientation of the graphene sheets and their distribution, the stress decomposition, and the size of the clusters formed between end groups and their distribution. Then, we briefly study the effects of time and temperature on the self-healing behavior of these unique PNCs in the rubbery state. Lastly, the self-healing kinetics is quantitatively analyzed. In general, this work can provide some rational guidelines to design and fabricate matrix-free PNCs with both excellent mechanical and self-healing properties.",Langmuir : the ACS journal of surfaces and colloids,eng,2020,Jul
"Polymethacrylamide and Carbon Composites that Grow, Strengthen, and Self-Repair using Ambient Carbon Dioxide Fixation.","Plants accumulate solid carbon mass and self-repair using atmospheric CO<sub>2</sub> fixation from photosynthesis. Synthetic materials capable of mimicking this property can significantly reduce the energy needed to transport and repair construction materials. Here, a gel matrix containing aminopropyl methacrylamide (APMA), glucose oxidase (GOx), and nanoceria-stabilized extracted chloroplasts that is able to grow, strengthen, and self-repair using carbon fixation is demonstrated. Glucose produced from the embedded chloroplasts is converted to gluconolactone (GL) via GOx, polymerizing with APMA to form a continuously expanding and strengthening polymethacrylamide. The extracted spinach chloroplasts exhibit enhanced stability and produce 12 µg GL mg<sup>-1</sup> Chl h<sup>-1</sup> after optimization of the temporal illumination conditions and the glucose efflux rate, with the insertion of chemoprotective nanoceria inside the chloroplasts. This system achieves an average growth rate of 60 µm<sup>3</sup> h<sup>-1</sup> per chloroplast under ambient CO<sub>2</sub> and illumination over 18 h, thickening with a shear modulus of 3 kPa. This material can demonstrate self-repair using the exported glucose from chloroplasts and chemical crosslinking through the fissures. These results point to a new class of materials capable of using atmospheric CO<sub>2</sub> fixation as a regeneration source, finding utility as self-healing coatings, construction materials, and fabrics.","Advanced materials (Deerfield Beach, Fla.)",eng,2018,Nov
"Stretchable, Strong, Recyclable Helicide Elastomer Based on Dynamic Covalent Interactions.","Current methods for making and disposing synthetic polymers have been widely pursued and are largely unsustainable. As a part of the solution, the reversible nature of dynamic covalent bonds emerges as an extraordinarily diverse and valuable feature in the development of exotic molecules and extended structures. With these bonds, it should be possible to construct recyclable and mechanically interlocked molecular structures using relatively simple precursors with preorganized geometries. A new helicide-based elastomer network is developed here with self-healing, recycling, and degradation features using a similar concept. The best self-healing performance (100%) was noted over 10-20 min, with various H<sub>2</sub>O, HCl, and NaOH solutions that delivered mechanical properties in the 1-1.4 MPa range. For hydrolytic degradation, the parameters are defined based on the type of binding, the pH of the solutions, and the copolymer network, which endowed a degradation time of approximately 4-11 h for each prepared sample. However, due to the reversible nature of the dynamic bonds, the material showed good recyclable mechanical properties compared to the pristine samples after five consecutive cycles, which meet the requirements of recyclable materials and recyclable packaging.",ACS applied materials & interfaces,eng,2023,Oct
Self-Consistent Field Lattice Model for Polymer Networks.,"A lattice model based on polymer self-consistent field theory is developed to predict the equilibrium statistics of arbitrary polymer networks. For a given network topology, our approach uses moment propagators on a lattice to self-consistently construct the ensemble of polymer conformations and cross-link spatial probability distributions. Remarkably, the calculation can be performed ""in the dark"", without any prior knowledge on preferred chain conformations or cross-link positions. Numerical results from the model for a test network exhibit close agreement with molecular dynamics simulations, including when the network is strongly sheared. Our model captures nonaffine deformation, mean-field monomer interactions, cross-link fluctuations, and finite extensibility of chains, yielding predictions that differ markedly from classical rubber elasticity theory for polymer networks. By examining polymer networks with different degrees of interconnectivity, we gain insight into cross-link entropy, an important quantity in the macroscopic behavior of gels and self-healing materials as they are deformed.",Macromolecules,eng,2017,Dec
Dual-Dynamic Chemistries-Based Fast-Reprocessing and High-Performance Covalent Adaptable Networks.,"Covalent adaptable networks (CANs) possess multiple functions including reprocessing (or recyclability), self-healing, welding, shape shifting, 3D printing, etc., due to the network rearrangement from dynamic bonds, and favorable performance from their cross-linked feature, and they are supposed to be as sustainable alternatives to thermosets. However, the thermal and mechanical properties, and stability of CANs are often sacrificed for rapid network rearrangement. In this paper, fast-reprocessing CANs with high performance are facilely constructed by in situ polymerization and dynamic cross-linking of styrene (St), maleic anhydride (MA), and acetal diol (BHAD). The rigid and hydrophobic polymer backbone endow the materials with high glass transition temperatures, mechanical performance, and water resistance. Besides, carboxylic group-catalyzed dual dynamic ester and acetal-based networks exhibit faster stress relaxation and realize extrusion reprocessing. This work provides an ingenious and simple strategy of construction of CANs combining rapid network rearrangement and excellent comprehensive performance, which is beneficial for the application of CANs.",Macromolecular rapid communications,eng,2023,Feb
Supramolecular polymers as surface coatings: rapid fabrication of healable superhydrophobic and slippery surfaces.,"Supramolecular polymerization for non-wetting surface coatings is described. The self-assembly of low-molecular-weight gelators (LMWGs) with perfluorinated side chains can be utilized to rapidly construct superhydrophobic, as well as liquid-infused slippery surfaces within minutes. The lubricated slippery surface exhibits impressive repellency to biological li-quids, such as human serum and blood, and very fast self-healing.","Advanced materials (Deerfield Beach, Fla.)",eng,2014,Nov
Toward a versatile toolbox for cucurbit[<i>n</i>]uril-based supramolecular hydrogel networks through <i>in situ</i> polymerization.,"The success of exploiting cucurbit[<i>n</i>]uril (CB[<i>n</i>])-based molecular recognition in self-assembled systems has sparked a tremendous interest in polymer and materials chemistry. In this study, polymerization in the presence of host-guest complexes is applied as a modular synthetic approach toward a diverse set of CB[8]-based supramolecular hydrogels with desirable properties, such as mechanical strength, toughness, energy dissipation, self-healing, and shear-thinning. A range of vinyl monomers, including acrylamide-, acrylate-, and imidazolium-based hydrophilic monomers, could be easily incorporated as the polymer backbones, leading to a library of CB[8] hydrogel networks. This versatile strategy explores new horizons for the construction of supramolecular hydrogel networks and materials with emergent properties in wearable and self-healable electronic devices, sensors, and structural biomaterials. © 2017 The Authors. Journal of Polymer Science Part A: Polymer Chemistry Published by Wiley Periodicals, Inc. J. Polym. Sci., Part A: Polym. Chem. <b>2017</b>, <i>55</i>, 3105-3109.","Journal of polymer science. Part A, Polymer chemistry",eng,2017,Sep
Optimization of Sporulation and Germination Conditions of Functional Bacteria for Concrete Crack-Healing and Evaluation of their Repair Capacity.,"While microbial spore production and germination of bacteria have been widely studied for their applications in animal husbandry, aquatic products, medicine, and food, few studies have investigated their use for the crack-healing of concrete. To effectively heal the cracks in concrete, studies suggest that the rate of sporulation and the germination of bacteria should be sufficiently high. This study investigates the effects of different carbon sources, nitrogen sources, Mn<sup>2+</sup> concentrations, and external culture conditions on the sporulation rate and analyzes the effects of the pH value, heat activation, germinants, various cations, and nutrients on the germination of spores. <i>Bacillus cohnii (B. cohnii</i>) is chosen as the bacterium to be mixed in concrete because of its alkalophilic nature. The mineralization activity of spores after germination and the crack-healing capacity of concrete are studied. The optimal culture medium and the optimum external conditions for spore production are obtained. The total cell count and sporulation rate of bacteria obtained on this medium are 3.14 × 10<sup>9</sup> CFU/mL and 92.6%, respectively, under the optimum external conditions. The optimal pH value for the spore germination of <i>B. cohnii</i> is 9.7. While the cation Na<sup>+</sup> strongly stimulates the germination of <i>B. cohnii</i> spores, other cations (such as K<sup>+</sup>, NH<sub>4</sub><sup>+</sup>, and Ca<sup>2+</sup>) do not stimulate spore germination. The optimal concentration of Na<sup>+</sup> is 200 mM. The germination rate of spores in the control group concrete specimen (room temperature 24°C) was more than 50%, thus suggesting that <i>B. cohnii</i> bacteria can be used in the self-healing of concrete cracks. The mineralization activity test proves that the spores of <i>B. cohnii</i> have a mineralizing function after germination, and the crystals produced by microbial-induced carbonate precipitation (MICP) are of pure calcite. When the crack width of the concrete specimen with spores of <i>B. cohnii</i> is less than 1.2 mm, it can be completely repaired after 28 days of healing.",ACS applied materials & interfaces,eng,2020,Mar
Construction and Hierarchical Self-Assembly of a Supramolecular Metal-Carbene Complex with Multifunctional Units.,"Hierarchical combinations involving metal-ligand interactions and host-guest interactions can consolidate building blocks with unique functions into material properties. Herein, we reported the construction and hierarchical self-assembly of multifunctional trinuclear AuI tricarbene complex containing three crown ether units and three ferrocene units. In addition, we investigated the host-guest interactions between multifunctional trinuclear AuI tricarbene complex and organic ammonium salts, revealing crown ether-based host-guest interactions can effectively regulate the electrochemical properties of the complex. Utilizing bisammonium salt as the cross-linker and multifunctional trinuclear AuI tricarbene complex as the core, we successfully obtained a stimuli-responsive and self-healing supramolecular gel with different functional units.","Chemistry (Weinheim an der Bergstrasse, Germany)",eng,2023,Sep
Dynamic ionic behavior of gel-free diolefin rubber-based carboxylate ionomers prepared <i>via</i> olefin metathesis.,"Constructing dynamic ionic bonding interactions is acknowledged as an efficient strategy to improve the physical-mechanical characteristics of rubber materials, and to provide them with some novel features such as self-healing. However, currently reported grafting-modification approaches such as free-radical and anionic reactions inevitably induced the generation of rubber gels, which is unfavorable for their practical applications. In this work, we fabricated a gel-free carbonylated diolefin rubber based on the olefin metathesis reaction. Furthermore, a diolefin rubber-based ionomer was prepared through the complexation of carbonylated diolefin rubber and sodium hydroxide. Compared with pure diolefin rubber, the resultant ionomers exhibited a higher glass transition temperature (<i>T</i><sub>g</sub>), higher mechanical strength and higher damping properties. Moreover, these ionomers were provided with apparent self-healing behavior. This was primarily because of the increased dynamic ionic bonding interactions induced by the formation of multi-ion-pair cluster structures, a unique intermolecular interaction that exists in the ionomers. Consequently, the gel-free diolefin rubber-based ionomers offer some brand-new applications, such as artificial skin and high-performance ""green"" tires.",Soft matter,eng,2022,Mar
Transient response of nonlinear polymer networks: A kinetic theory.,"Dynamic networks are found in a majority of natural materials, but also in engineering materials, such as entangled polymers and physically cross-linked gels. Owing to their transient bond dynamics, these networks display a rich class of behaviors, from elasticity, rheology, self-healing, or growth. Although classical theories in rheology and mechanics have enabled us to characterize these materials, there is still a gap in our understanding on how individuals (i.e., the mechanics of each building blocks and its connection with others) affect the emerging response of the network. In this work, we introduce an alternative way to think about these networks from a statistical point of view. More specifically, a network is seen as a collection of individual polymer chains connected by weak bonds that can associate and dissociate over time. From the knowledge of these individual chains (elasticity, transient attachment, and detachment events), we construct a statistical description of the population and derive an evolution equation of their distribution based on applied deformation and their local interactions. We specifically concentrate on nonlinear elastic response that follows from the strain stiffening response of individual chains of finite size. Upon appropriate averaging operations and using a mean field approximation, we show that the distribution can be replaced by a so-called chain distribution tensor that is used to determine important macroscopic measures such as stress, energy storage and dissipation in the network. Prediction of the kinetic theory are then explored against known experimental measurement of polymer responses under uniaxial loading. It is found that even under the simplest assumptions of force-independent chain kinetics, the model is able to reproduce complex time-dependent behaviors of rubber and self-healing supramolecular polymers.",Journal of the mechanics and physics of solids,eng,2018,Jun
Supramolecular Construction of Multifluorescent Gels: Interfacial Assembly of Discrete Fluorescent Gels through Multiple Hydrogen Bonding.,"Multifluorescent supramolecular gels with complex structures are constructed from discrete fluorescent gels, which serve as the building blocks, through hydrogen bonding interactions at interfaces. The multifluorescent gel can realize rapid healing within only ≈100 s.","Advanced materials (Deerfield Beach, Fla.)",eng,2015,Dec
"Assembling Microgels via Dynamic Cross-Linking Reaction Improves Printability, Microporosity, Tissue-Adhesion, and Self-Healing of Microgel Bioink for Extrusion Bioprinting.","Extrusion bioprinting has been widely used to fabricate complicated and heterogeneous constructs for tissue engineering and regenerative medicine. Despite the remarkable progress acquired so far, the exploration of qualified bioinks is still challenging, mainly due to the conflicting requirements on the printability/shape-fidelity and cell viability. Herein, a new strategy is proposed to formulate a dynamic cross-linked microgel assembly (DC-MA) bioink, which can achieve both high printability/shape-fidelity and high cell viability by strengthening intermicrogel interactions through dynamic covalent bonds while still maintaining the relatively low mechanical modulus of microgels. As a proof-of-concept, microgels are prepared by cross-linking hyaluronic acid modified with methacrylate and phenylboric acid groups (HAMA-PBA) and methacrylated gelatin (GelMA) via droplet-based microfluidics, followed by assembling into DC-MA bioink with a dynamic cross-linker (dopamine-modified hyaluronic acid, HA-DA). As a result, 2D and 3D constructs with high shape-fidelity can be printed without post-treatment, and the encapsulated L929 cells exhibit high cell viability after extrusion. Moreover, the addition of the dynamic cross-linker (HA-DA) also improves the microporosity, tissue-adhesion, and self-healing of the DC-MA bioink, which is very beneficial for tissue engineering and regenerative medicine applications including wound healing. We believe the present work sheds a new light on designing new bioinks for extrusion bioprinting.",ACS applied materials & interfaces,eng,2022,Apr
Double crosslinked biomimetic composite hydrogels containing topographical cues and WAY-316606 induce neural tissue regeneration and functional recovery after spinal cord injury.,"Spinal cord injury (SCI) is an overwhelming and incurable disabling condition, for which increasing forms of multifunctional biomaterials are being tested, but with limited progression. The promising material should be able to fill SCI-induced cavities and direct the growth of new neurons, with effective drug loading to improve the local micro-organism environment and promote neural tissue regeneration. In this study, a double crosslinked biomimetic composite hydrogel comprised of acellularized spinal cord matrix (ASCM) and gelatin-acrylated-β-cyclodextrin-polyethene glycol diacrylate (designated G-CD-PEGDA) hydrogel, loaded with WAY-316606 to activate canonical Wnt/β-catenin signaling, and reinforced by a bundle of three-dimensionally printed aligned polycaprolactone (PCL) microfibers, was constructed. The G-CD-PEGDA component endowed the composite hydrogel with a dynamic structure with a self-healing capability which enabled cell migration, while the ASCM component promoted neural cell affinity and proliferation. The diffusion of WAY-316606 could recruit endogenous neural stem cells and improve neuronal differentiation. The aligned PCL microfibers guided neurite elongation in the longitudinal direction. Animal behavior studies further showed that the composite hydrogel could significantly recover the motor function of rats after SCI. This study provides a proficient approach to produce a multifunctional system with desirable physiological, chemical, and topographical cues for treating patients with SCI.",Bioactive materials,eng,2023,Jun
Toward Excellent Energy Storage Performance via Well-Aligned and Isolated Interfaces in Multicomponent Polypropylene-Based All-Organic Polymer Dielectric Films.,"Polypropylene (PP) serves as an excellent commercialized polymer dielectric film owing to its high breakdown strength, excellent self-healing ability, and flexibility. However, its low dielectric constant causes the large volume of the capacitor. Constructing multicomponent polypropylene-based all-organic polymer dielectric films is a facile strategy for achieving high energy density and efficiency simultaneously. Thereinto, the interfaces between the components become the key factors that determine the energy storage performance of the dielectric films. In this work, we propose to fabricate high-performance polyamide 513 (PA513)/PP all-organic polymer dielectric films <i>via</i> the construction of abundant well-aligned and isolated nanofibrillar interfaces. Laudably, a significant enhancement in the breakdown strength is achieved from 573.1 MV/m of pure PP to 692.3 MV/m with 5 wt % of PA513 nanofibrils. Besides, a maximum discharge energy density of about 4.4 J/cm<sup>2</sup> is realized with 20 wt % of PA513 nanofibrils, which is about 1.6-folds higher than pure PP. Simultaneously, the energy efficiency of samples with modulated interfaces maintains higher than 80% up to 600 MV/m, which is much higher than pure PP of about 40.7% at 550 MV/m. This work provides a new strategy to fabricate high-performance multicomponent all-organic polymer dielectric films on an industrial scale.",ACS applied materials & interfaces,eng,2023,May
